序号（6位数的ID只可使用9开头）,类型,等级,挂载点类型（1武将，2战器，3战法，4将魂）,额外增加战力,前置条件,是否可封印,触发条件,是否被动技能,是否团队被动(0|非团队 1|团队),范围,覆盖方式,影响属性,刷新时间(0不刷新|其他刷新),持续时间(0一直存在|其他持续n回合),特效名称,特效目标(0|自己 1|对方),特效位置(0|原点 1|前方 2|后方 3|上方 4|下方 5|左方 6|右方),特效方向(0|原点 1|向前 2|向后 3|向上 4|向下 5|向左 6|向右),类型参数(属性值除以1000填写),单挑几率,单挑被杀死,不受减益,异性伤害提升,技能伤害提升,技能减伤,普攻提高,普攻减伤,防御提高,枪兵减伤,骑兵减伤,弓兵减伤,血量增加,速度变化,攻击范围变化（CSVZhanfa）,被动技能触发几率值,护甲,破甲,抗性,破法,铁壁,穿透,大片图片名,小图标名称,技能名称,技能说明
96081,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,600|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.6[-]倍伤害
96082,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,80|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.08[-]倍伤害
96083,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,160|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.16[-]倍伤害
96084,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,240|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.24[-]倍伤害
96085,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,320|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.32[-]倍伤害
96086,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,400|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.4[-]倍伤害
96087,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,480|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.48[-]倍伤害
96088,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,560|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.56[-]倍伤害
96089,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,640|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.64[-]倍伤害
96090,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,720|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.72[-]倍伤害
96091,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,800|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.8[-]倍伤害
96092,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,100|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.1[-]倍伤害
96093,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,200|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.2[-]倍伤害
96094,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,300|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.3[-]倍伤害
96095,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,400|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.4[-]倍伤害
96096,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,500|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.5[-]倍伤害
96097,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,600|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.6[-]倍伤害
96098,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,700|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.7[-]倍伤害
96099,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,800|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.8[-]倍伤害
96100,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,900|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]1.9[-]倍伤害
96101,75,-1,1,0,0,0,13001,1,0,25,0,0,0,0,null,0,0,0,1000|1000|0|500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,,斩杀,普通攻击对兵力低于50%的目标造成[ffd700]2[-]倍伤害
96102,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96103,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96104,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96105,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96106,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96107,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96108,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96109,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96110,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96111,63,-1,1,0,0,0,13001,1,0,25,0,12,8,1,null,0,0,0,93001000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,NULL,,封印,随机封印目标一个被动技能
96112,63,-1,1,0,0,0,13001,1,0,25,0,12,69,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]1%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96113,63,-1,1,0,0,0,13001,1,0,25,0,12,68,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]2%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96114,63,-1,1,0,0,0,13001,1,0,25,0,12,67,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]3%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96115,63,-1,1,0,0,0,13001,1,0,25,0,12,66,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]4%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96116,63,-1,1,0,0,0,13001,1,0,25,0,12,65,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96117,63,-1,1,0,0,0,13001,1,0,25,0,12,64,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]6%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96118,63,-1,1,0,0,0,13001,1,0,25,0,12,63,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]7%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96119,63,-1,1,0,0,0,13001,1,0,25,0,12,62,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]8%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96120,63,-1,1,0,0,0,13001,1,0,25,0,12,61,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]9%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96121,63,-1,1,0,0,0,13001,1,0,25,0,12,60,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]10%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96122,63,-1,1,0,0,0,13001,1,0,25,0,12,59,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]1.5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96123,63,-1,1,0,0,0,13001,1,0,25,0,12,58,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]3%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96124,63,-1,1,0,0,0,13001,1,0,25,0,12,57,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]4.5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96125,63,-1,1,0,0,0,13001,1,0,25,0,12,56,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]6%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96126,63,-1,1,0,0,0,13001,1,0,25,0,12,55,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]7.5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96127,63,-1,1,0,0,0,13001,1,0,25,0,12,54,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]9%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96128,63,-1,1,0,0,0,13001,1,0,25,0,12,53,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]10.5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96129,63,-1,1,0,0,0,13001,1,0,25,0,12,52,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]12%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96130,63,-1,1,0,0,0,13001,1,0,25,0,12,51,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]13.5%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96131,63,-1,1,0,0,0,13001,1,0,25,0,12,50,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]15%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96132,63,-1,1,0,0,0,13001,1,0,25,0,12,49,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]2%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96133,63,-1,1,0,0,0,13001,1,0,25,0,12,48,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]4%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96134,63,-1,1,0,0,0,13001,1,0,25,0,12,47,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]6%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96135,63,-1,1,0,0,0,13001,1,0,25,0,12,46,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]8%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96136,63,-1,1,0,0,0,13001,1,0,25,0,12,45,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]10%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96137,63,-1,1,0,0,0,13001,1,0,25,0,12,44,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]12%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96138,63,-1,1,0,0,0,13001,1,0,25,0,12,43,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]14%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96139,63,-1,1,0,0,0,13001,1,0,25,0,12,42,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]16%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96140,63,-1,1,0,0,0,13001,1,0,25,0,12,41,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]18%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96141,63,-1,1,0,0,0,13001,1,0,25,0,12,40,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]20%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96142,63,-1,1,0,0,0,13001,1,0,25,0,12,29,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]3%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96143,63,-1,1,0,0,0,13001,1,0,25,0,12,28,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]6%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96144,63,-1,1,0,0,0,13001,1,0,25,0,12,27,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]9%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96145,63,-1,1,0,0,0,13001,1,0,25,0,12,26,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]12%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96146,63,-1,1,0,0,0,13001,1,0,25,0,12,25,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]15%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96147,63,-1,1,0,0,0,13001,1,0,25,0,12,24,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]18%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96148,63,-1,1,0,0,0,13001,1,0,25,0,12,23,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]21%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96149,63,-1,1,0,0,0,13001,1,0,25,0,12,22,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]24%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96150,63,-1,1,0,0,0,13001,1,0,25,0,12,21,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]27%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96151,63,-1,1,0,0,0,13001,1,0,25,0,12,20,1,null,0,0,0,93002000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,NULL,,眩晕,普通攻击有[ffd700]30%[-]概率对目标造成眩晕效果，使其移速降低99%，固定持续2秒
96152,63,-1,1,0,0,0,13001,1,0,25,0,12,89,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]1%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96153,63,-1,1,0,0,0,13001,1,0,25,0,12,88,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]2%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96154,63,-1,1,0,0,0,13001,1,0,25,0,12,87,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]3%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96155,63,-1,1,0,0,0,13001,1,0,25,0,12,86,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]4%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96156,63,-1,1,0,0,0,13001,1,0,25,0,12,85,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96157,63,-1,1,0,0,0,13001,1,0,25,0,12,84,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]6%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96158,63,-1,1,0,0,0,13001,1,0,25,0,12,83,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]7%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96159,63,-1,1,0,0,0,13001,1,0,25,0,12,82,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]8%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96160,63,-1,1,0,0,0,13001,1,0,25,0,12,81,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]9%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96161,63,-1,1,0,0,0,13001,1,0,25,0,12,80,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]10%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96162,63,-1,1,0,0,0,13001,1,0,25,0,12,79,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]1.5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96163,63,-1,1,0,0,0,13001,1,0,25,0,12,78,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]3%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96164,63,-1,1,0,0,0,13001,1,0,25,0,12,77,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]4.5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96165,63,-1,1,0,0,0,13001,1,0,25,0,12,76,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]6%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96166,63,-1,1,0,0,0,13001,1,0,25,0,12,75,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]7.5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96167,63,-1,1,0,0,0,13001,1,0,25,0,12,74,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]9%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96168,63,-1,1,0,0,0,13001,1,0,25,0,12,73,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]10.5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96169,63,-1,1,0,0,0,13001,1,0,25,0,12,72,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]12%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96170,63,-1,1,0,0,0,13001,1,0,25,0,12,71,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]13.5%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96171,63,-1,1,0,0,0,13001,1,0,25,0,12,70,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]15%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
96172,63,-1,1,0,0,0,13001,1,0,25,0,12,59,1,null,0,0,0,93003000|1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,NULL,,制裁,普通攻击有[ffd700]2%[-]概率对目标造成制裁效果，使其受治疗效果降低50%，固定持续6秒
