序号,活动id,档位描述,发放模式|0选择|1全发,最大选择数量,奖励1参数1,奖励1参数2,奖励1参数3,奖励2参数1,奖励2参数2,奖励2参数3,奖励3参数1,奖励3参数2,奖励3参数3,奖励4参数1,奖励4参数2,奖励4参数3,奖励5参数1,奖励5参数2,奖励5参数3,奖励6参数1,奖励6参数2,奖励6参数3,奖励7参数1,奖励7参数2,奖励7参数3
2079,2140,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2141,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,2142,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,2143,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,2144,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,2145,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,2146,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,200,58,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,2147,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,2148,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,2149,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,10,27,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,948,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,948,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,948,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,949,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,949,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,949,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,950,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,950,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,950,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,951,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,951,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,951,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,952,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,952,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,952,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,953,累计充值达到{0}钻石,1,0,5,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,953,累计充值达到{0}钻石,1,0,5,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,953,累计充值达到{0}钻石,1,0,5,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,2150,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,2150,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,6,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,2150,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,2150,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,2151,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,2152,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,2153,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,2154,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,29,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,2154,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,2154,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,2154,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,2155,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,2156,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,2157,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,2158,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,2159,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,2160,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,2161,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,2162,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,200,59,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,2163,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,2164,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,2165,充值达到[fedc6f]{0}[-]钻石,1,0,29,1,5,19,1,50,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0
2129,2166,累计60钻抽卡[fedc6f]{0}[-]次,1,0,28,1,500,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,2166,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,4,17,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,2166,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,2166,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,2167,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,1000,13,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,2168,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,5,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,2169,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,2170,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137,2170,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,2170,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,2170,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,2171,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,2172,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,1000,27,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142,2173,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,2174,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,2175,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,2176,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,2177,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,2178,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,2179,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,2180,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,2181,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,2182,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2152,2183,累计190精选抽卡[fedc6f]{0}[-]次,1,0,28,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,2183,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,10,24,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,2183,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,18,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,2183,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2156,2184,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,5,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,2185,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,2186,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,53,1,2,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,2187,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2160,2187,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,2187,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162,2187,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,2188,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,2189,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2165,2190,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2166,2191,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2167,2192,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2168,2193,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2169,2194,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,2195,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2196,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,200,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,2197,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,2198,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,2199,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,5,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,2200,累计60钻抽卡[fedc6f]{0}[-]次,1,0,28,1,500,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2176,2200,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,4,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,2200,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2178,2200,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,25,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2201,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,1000,13,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,2202,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,5,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,2203,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,2204,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,2204,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,2204,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,2204,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2186,2205,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2206,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,2207,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,2208,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,2209,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,2210,充值达到[fedc6f]{0}[-]钻石,1,0,36,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,2211,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2193,2212,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,10,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2213,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,2214,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,3,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,2215,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2197,2216,充值达到[fedc6f]{0}[-]钻石,1,0,2,1,201800,103,15,10,23,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2198,2217,累计购买兵书[fedc6f]{0}[-]次,1,0,34,1,3,16,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,2217,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,2217,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2201,2217,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,23,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2218,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2219,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,2220,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,36,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,2221,累计190精选抽卡[fedc6f]{0}[-]次,1,0,26,1,5,28,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,2221,累计190精选抽卡[fedc6f]{0}[-]次,1,0,53,1,15,18,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,2221,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,23,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2221,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,2222,充值达到[fedc6f]{0}[-]钻石,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,2223,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,2224,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,2225,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2226,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,2227,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,2228,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,2229,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,2230,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,23,1,50,29,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,2231,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,300,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,2232,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,2233,累计60钻抽卡[fedc6f]{0}[-]次,1,0,28,1,500,23,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,2233,累计60钻抽卡[fedc6f]{0}[-]次,1,0,29,1,10,18,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2233,累计60钻抽卡[fedc6f]{0}[-]次,1,0,34,1,5,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2223,2233,累计60钻抽卡[fedc6f]{0}[-]次,1,0,53,1,10,1,7006 1 0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2224,2234,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2225,2235,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,2236,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,200,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,2237,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,5,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2228,2237,累计购买兵书[fedc6f]{0}[-]次,1,0,52,304 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,2237,累计购买兵书[fedc6f]{0}[-]次,1,0,52,302 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,2237,累计购买兵书[fedc6f]{0}[-]次,1,0,52,201 1 0,1,200,59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,2238,充值达到[fedc6f]{0}[-]钻石,1,0,26,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,2239,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2240,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,2241,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,2242,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2236,2243,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2244,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2238,2245,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,2246,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,2247,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,2248,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,1,7006 1 0,1,5,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,2249,累计190精选抽卡[fedc6f]{0}[-]次,1,0,23,1,100,53,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2249,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,10,24,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,2249,累计190精选抽卡[fedc6f]{0}[-]次,1,0,29,1,100,16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,2249,累计190精选抽卡[fedc6f]{0}[-]次,1,0,34,1,20,1,7006 1 0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,2250,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,29,1,5,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,2251,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,13,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,2252,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,53,1,2,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,2253,累计购买兵书[fedc6f]{0}[-]次,1,0,29,1,10,16,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,2253,累计购买兵书[fedc6f]{0}[-]次,1,0,52,305 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2251,2253,累计购买兵书[fedc6f]{0}[-]次,1,0,52,303 1 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,2253,累计购买兵书[fedc6f]{0}[-]次,1,0,52,202 1 0,1,34,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2254,充值达到[fedc6f]{0}[-]钻石,1,0,28,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,2255,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,2256,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,2257,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,2258,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,2259,充值达到[fedc6f]{0}[-]钻石,1,0,200,58,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,2260,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,2261,充值达到[fedc6f]{0}[-]钻石,1,0,53,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,2262,累计消耗达到[fedc6f]{0}[-]钻石（循环）,1,0,26,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
