序号,技能名,所需士气,过载时间,激活被动技能,特效名称,释放特效(第三系),天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型(0:无效|1：智力|2：武力|3：兵力|4：智力目标数影响|5：武力目标数影响|13：兵力目标数影响),扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|14:天变|15:召唤|16:将魂|17:护盾,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,过载时间,激活被动技能,特效名称,天气ID,召唤技能ID(0无召唤技能),召唤武将,扩展类型,扩展条件ID,目标(0友方|1敌方),显示类型|1:强化|2:弱化|3:恢复|4:火计|5:落雷|6:号令|7:无双|8:毒计|9:巨石|10:风阵|11:玄冰|12:冰降|,伤害类型|1:物理|3:肉搏|4:突击|5:迎击|6:枪击|7:射击|8:贯射|51:武力技能伤害|101:魔法|151:技能伤害|152:火伤|153:雷伤|154:冰伤|155:毒伤|202:PK,类型,范围,持续时间,速度取值,治疗取值,杀伤取值1,杀伤取值2,攻防改变,智力改变,是否包含特殊技,特殊技类型,特殊技参数,指挥技能ID,加成方式（0标量，1系数）,加成参考目标（0：字面值 ，其他：SkillTarget）,持续时间受智力影响系数,可叠加技能,可受将魂技能影响持续时间,技能简述,技能说明
id,strName,fNeedMoral,nMainOverload,nMainPassiveSkill,strMainFX,strCastFx,nWeatherID,nArrEquipEffectID,strSummonWarrior,nExType,nExCondition,nMainTarget,nMainDisplayType,nDamageType,nMainType,nMainRange,nMainLifeRound,fMainSpeed,fMainBaseCureValue,fMainBaseDamageValue1,fMainBaseDamageValue2,fMainForceEffect,fMainIntelligenceEffect,nMainContainSpecialSkill,nMainSpecialSkillType,strMainSpecialSkillParam,nMainCommanderSkillID,nMainEffectType,nMainRefTarget,fMainLifeRoundOnIntelligence,nMainOnRepeat,nMainLifeRoundOnJianghun,nSubOverload,nSubPassiveSkill,strSubFX,nSubWeatherID,nArrSubEquipEffectID,strSubSummonWarrior,nSubExType,nExSubCondition,nSubTarget,nSubDisplayType,nSubDamageType,nSubType,nSubRange,nSubLifeRound,fSubSpeed,fSubBaseCureValue,fSubBaseDamageValue1,fSubBaseDamageValue2,fSubForceEffect,fSubIntelligenceEffect,nSubContainSpecialSkill,nSubSpecialSkillType,strSubSpecialSkillParam,nSubCommanderSkillID,nSubEffectType,nSubRefTarget,fSubLifeRoundOnIntelligence,nSubOnRepeat,nSubLifeRoundOnJianghun,strBrife,strDesc
int,string,float,int,int,string,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,int,int,string,int,int[3],string,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int,int,string,int,int,int,float,int,int,string,string
20100701,愚弄,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,18,15,1,0,0,0,1,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高的部队智力弱化,敌方智力最高的部队智力降低[fed655]50%[-]，基础持续时间[fed655]15[-]秒
20101001,真·武神降临,6,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,10,1,0,0,0,0.59,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化,敌方所有部队武力值降低[fed655]41%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
20101101,刺耳怒吼,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,8,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]15%[-]，基础持续时间[fed655]10[-]秒
20101221,泥沼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,18,0.65,0,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队减速,距离自己最近的敌方部队及其周围部队速度降低[fed655]30%[-]，基础持续时间[fed655]18[-]秒
20101222,鬼·全胜之策,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,14,1,0,0,0,0.85,0.2,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力智力弱化,敌方所有部队武力值降低[fed655]15%[-]，智力值降低[fed655]80%[-]，基础持续时间[fed655]14[-]秒，实际持续时间受双方智力差距影响
20110101,辱骂敌将,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,10,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]40%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20110111,蒙汗药,6,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,155,2,3,15,1,0,0,0,0.85,0.2,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力智力弱化,敌方所有部队武力值降低[fed655]15%[-]，智力值降低[fed655]80%[-]，基础持续时间[fed655]15[-]秒，实际持续时间受双方智力差距影响
20110401,阵前怒喝,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,8,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化,距离自己最近的敌方部队及其周围部队武力值降低[fed655]35%[-]，基础持续时间[fed655]8[-]秒
20111001,真·青龙刀光辉,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,8,1,0,0,0,0.58,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]42%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20111101,真·青龙刀光辉,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,8,1,0,0,0,0.58,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]42%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20111201,真·青龙刀光辉,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,8,1,0,0,0,0.58,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]42%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20111202,鬼·武神降临,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,10,1,0,0,0,0.59,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化,敌方所有部队武力值降低[fed655]41%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
20120421,嫉妒的怒骂,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,10,5,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,武力最高的敌方部队及其周围部队武力弱化,敌方武力最高的部队及其周围部队武力值降低[fed655]40%[-]，基础持续时间[fed655]5[-]秒
20120611,真·五斗米道,6,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,10,8,1,0,0,0,0.74,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队及其周围部队武力弱化,敌方武力最高的部队及其周围部队武力值降低[fed655]26%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20121011,鬼·全胜之策,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,14,1,0,0,0,0.85,0.2,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力智力弱化,敌方所有部队武力值降低[fed655]15%[-]，智力值降低[fed655]80%[-]，基础持续时间[fed655]14[-]秒，实际持续时间受双方智力差距影响
20130211,威压之势,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,0.6,0,0,0,0.85,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化并减速,对方全体武力减少[fed655]30%[-]，移动速度减少[fed655]40%[-]，基础持续时间[fed655]8[-]秒
20130301,刺耳怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,12,1,0,0,0,0.85,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]15%[-]，基础持续时间[fed655]12[-]秒
20130701,阵前怒喝,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,8,1,0,0,0,0.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]45%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20131221,鬼·独眼怒视,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]45%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
20140301,鬼·嫉妒之心,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,12,1,0,0,0,0.52,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高的部队武力值降低[fed655]48%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20140321,鬼·名将之威,6,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,8,1,0,0,0,0.55,1.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化，但智力强化,自身周围的敌方部队武力值降低[fed655]45%[-]，但智力值提高[fed655]50%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20140521,威压之势,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,0.6,0,0,0,0.85,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化并减速,对方全体武力减少[fed655]30%[-]，移动速度减少[fed655]40%[-]，基础持续时间[fed655]8[-]秒
20140721,嫉妒的削弱,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,10,8,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,武力最高的敌方部队及其周围部队武力弱化,敌方武力最高的部队及其周围部队武力值降低[fed655]15%[-]，基础持续时间[fed655]10[-]秒
20140811,绊马索,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,5,8,0.5,0,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队减速,距离自己最近的敌方部队移动速度减低30%[-]，基础持续时间[fed655]10[-]秒
20141021,神·独眼怒视,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.45,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]55%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
20141221,鬼·独眼怒视,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.55,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围的敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]45%[-]，基础持续时间[fed655]10[-]秒，实际持续时间受双方智力差距影响
20150110,鬼·怨愤之火,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,18,1,0,0,0,0.52,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高部队武力弱化
20150221,严厉质问,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,10,16,1,0,0,0,0.8,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队及其周围部队武力弱化,敌方武力最高部队及其周围部队武力弱化
20150222,全胜之策,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,16,1,0,0,0,0.85,0.2,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方全体部队武力弱化智力弱化,敌方全体部队武力弱化智力弱化
20150600,破胆怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,16,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方全体部队武力弱化,敌方全体部队武力弱化
20150801,指鹿为马,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,15,1,0,0,0,0.8,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化智力弱化,距离自己最近的敌方部队及其周围部队武力弱化智力弱化
20151000,万夫不当,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,155,2,10,12,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队及其周围部队武力弱化,敌方武力最高部队及其周围部队武力弱化
20151111,泥沼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,12,0.5,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方全体部队武力弱化并减速,敌方全体部队武力弱化并减速
20160201,破胆怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,155,2,8,15,0.7,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化并减速,距离自己最近的敌方部队及其周围部队武力弱化并减速
20160600,愚弄,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,16,1,0,0,0,1,0.7,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方全体部队智力弱化,敌方全体部队智力弱化
20160920,神·伏击贼首,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,12,1,0,0,0,0.47,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化,敌方武力最高部队武力弱化
20161100,恐吓之计,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,20,0.5,0,0,0,1,0.8,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方全体部队智力弱化并减速,敌方全体部队智力弱化并减速
20170101,愚弄,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,18,12,1,0,0,0,1,0.7,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高的部队智力弱化,敌方智力最高的部队智力降低[fed655]70%[-]，基础持续时间[fed655]8[-]秒
20170221,狐假虎威,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,0,2,0,1,1,10,1,0,0,0,0.6,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身部队武力弱化,自身部队武力值降低[fed655]40%[-]，基础持续时间[fed655]10[-]秒
20170411,致残毒药,4,0,0,Battlefield/SkillPoisonfog_Prefab,,0,0|0|0,0,1,0,1,8,155,10,7,5,1,0,0.0263,1.0361,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化并持续损失生命值,释放毒计使敌方武力最高部队武力值降低[fed655]35%[-]，并每秒损失基础[fed655][dmg_param][-]点生命值，基础持续时间[fed655]5[-]秒，实际持续时间受双方智力差距影响
20170801,嘲弄自尊,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,7,10,1.5,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方武力最高部队武力弱化并加速,敌方武力最高的部队武力值降低[fed655]35%[-]，速度提高[fed655]50%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
20170921,破胆怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,5,8,1,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队武力弱化,距离自己最近的敌方部队武力值降低[fed655]30%[-]，基础持续时间[fed655]10[-]秒
20171101,破口大骂,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,8,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化,距离自己最近的敌方部队及其周围部队武力值降低[fed655]35%[-]，基础持续时间[fed655]8[-]秒
20180411,诋毁其父,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,0,2,0,1,13,12,0.7,0,0,0,0.35,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,凌统及其下属部队武力弱化，并减速,凌统及其下属部队武力降低[fed655]40%[-]，速度降低[fed655]30%[-]，持续[fed655]12[-]秒
20180421,杀父之仇,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,0,2,0,1,12,12,1,0,0,0,0.4,0.5,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,甘宁及其下属部队武力弱化并持续损失生命值,甘宁及其下属部队武力降低[fed655]30%[-]，并造成持续伤害，持续[fed655]12[-]秒
20180601,愚弄,3,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,18,12,1,0,0,0,1,0.7,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方智力最高的部队智力弱化,敌方智力最高的部队智力降低[fed655]70%[-]，基础持续时间[fed655]8[-]秒
20180711,威压之势,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,0.7,0,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队减速,对方全体移动速度减少[fed655]40%[-]，基础持续时间[fed655]8[-]秒
20180801,刺耳怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]30%[-]，基础持续时间[fed655]10[-]秒
20180901,刺耳怒吼,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,2,10,1,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,自身周围敌方部队武力弱化,自身周围敌方部队武力值降低[fed655]30%[-]，基础持续时间[fed655]10[-]秒
20190211,破口大骂,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,8,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化,距离自己最近的敌方部队及其周围部队武力值降低[fed655]35%[-]，基础持续时间[fed655]8[-]秒
20190311,破口大骂,5,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,8,8,1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队武力弱化,距离自己最近的敌方部队及其周围部队武力值降低[fed655]35%[-]，基础持续时间[fed655]8[-]秒
20190501,威压之势,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,0.6,0,0,0,1,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化并减速,对方全体移动速度减少[fed655]40%[-]，基础持续时间[fed655]8[-]秒
20190611,五行之水,4,0,0,Battlefield/SkillIcePick_Prefab,,0,0|0|0,0,1,0,1,11,0,8,8,10,0.3,0,0,0,0.7,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,距离自己最近的敌方部队及其周围部队大幅减速并弱化,召唤玄冰对最近敌方部队及其周围部队造成大幅减速
20190711,兵贵神速,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,0.1,0,0,0,0.65,1,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力弱化并减速,对方全体移动速度减少[fed655]40%[-]，基础持续时间[fed655]8[-]秒
20190911,阿谀奉承（双弱化）,4,0,0,Battlefield/SkillWeaken_Prefab,,0,0|0|0,0,1,0,1,2,0,2,3,8,1,0,0,0,0.75,0.65,0,0,null,0,1,1,1,0,1,0,0,0,0,0|0|0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,1,1,1,0,1,敌方所有部队武力智力弱化,敌方所有部队武力值降低[fed655]25%[-]，智力值降低[fed655]35%[-]，基础持续时间[fed655]8[-]秒，实际持续时间受双方智力差距影响
