序号,引导类型：1剧情2庆典,讲话人ID(-1为玩家其余为npc表中的id）,地点ID（-1为主城其余为关卡id）,任务推进条件（目前为level ID， -1表示无要求）,触发类型 0:城市对话|1:在布阵界面弹出|2:在战斗开始时弹出|3:在战斗过程中弹出|4:在战斗结束时弹出（胜）|5:在战斗结束时弹出（负）6:在章节页面弹出,战斗百分比（关卡过程弹出类）,下一步寻路NPC ID(如果不需要移动直接显示对话/此处填0,下一步附加值（下一步寻路NPC ID为传送点时/此值为关卡id）,奖励类型|0:无奖励|1:卡片|2:卡魂|3:军令|4:星星|5:游戏点卷|6:免费抽卡机会|7:解锁关卡|8:弹出UI|9:开放封地|10:功能开放|11:上阵武将数量|12:强化上限|,奖励值,锚点（1表示此条对白的进度要存入数据库）,寻路头像,背景图片路径,对白内容
2506,1,84,164,164,4,0,306,164,0,0,0,7,,竟然这么快就追上来了，看来有点本事。
2507,1,85,164,164,4,0,306,164,7,165,1,7,,大哥，少跟他废话！我们上！
2508,1,305,165,-1,1,0,306,165,0,0,1,7,,这么多将领在荆州，我们若不快点，恐怕皇上就要被劫走了。
2509,1,84,165,165,4,0,306,165,0,0,0,7,,妙才，差不多了，我们撤吧。
2510,1,-1,165,165,4,0,306,165,7,166,1,7,,站住！
2511,1,305,166,-1,1,0,306,166,0,0,0,7,,主公，看前面那人影，是[ffdb00]曹操[-]！
2512,1,-1,166,-1,1,0,306,166,0,0,1,7,,好，这次一定要抓住他！
2513,1,81,166,166,2,0,306,166,0,0,0,7,,哇呀呀呀！[ff000c]虎痴[-]在此！
2514,1,-1,166,166,4,0,306,166,0,0,1,7,,哼哼，曹丞相，看你还往哪里逃。
2515,1,302,-1,-1,0,0,301,0,0,0,0,1,,皇上，你就随曹丞相走吧。
2516,1,301,-1,-1,0,0,301,0,0,0,0,1,,………………朕绝不去许都。
2517,1,303,-1,-1,0,0,301,0,0,0,0,1,,皇上，曹丞相也是一片忠心。
2518,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝老爷！你没事吧？
2519,1,301,-1,-1,0,0,301,0,0,0,0,1,,小英雄，你回来得可太及时了。
2520,1,-1,-1,-1,0,0,301,0,0,0,0,1,,太好了，总算没被曹操得逞。
2521,1,41,-1,-1,0,0,301,0,0,0,0,1,,一群废物……这样都拦不住一个小娃娃。
2522,1,-1,-1,-1,0,0,301,0,0,0,0,1,,曹操，你自己来荆州自投罗网，就别怪我不客气了！
2523,1,-1,-1,-1,0,0,301,0,7,167,1,1,,来人！把曹操给我抓起来！
2524,1,41,-1,-1,0,0,301,0,0,0,1,1,,夏侯惇！许褚！快来救我啊！
2525,1,-1,167,-1,1,0,306,167,0,0,1,7,,这个[ffdb00]曹操[-]……气场好奇怪……
2526,1,41,167,167,2,0,306,167,0,0,0,7,,全部给我上！一定要把皇帝带回去！
2527,1,84,167,167,2,0,306,167,0,0,0,7,,………………
2528,1,-1,167,167,4,0,306,167,0,0,0,7,,……………………
2529,1,-1,167,167,4,0,306,167,0,0,0,7,,你不是曹操！
2530,1,41,167,167,4,0,306,167,0,0,0,7,,啊啊啊啊没完成任务……丞相大人，不要杀我……
2531,1,84,167,167,4,0,306,167,0,0,0,7,,主公已经安全回到许昌，你的任务算是完成了一半。
2532,1,41,167,167,4,0,306,167,0,0,0,7,,…………是这样吗？丞相大人不会杀我吗？
2533,1,84,167,167,4,0,306,167,0,0,1,7,,…………[ffdb00]大概吧[-]。全军撤退！
2534,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝陛下，曹军已经全部撤离。
2535,1,-1,-1,-1,0,0,301,0,0,0,0,1,,只可惜这个曹操是个[ffdb00]假的[-]，真的那个被他逃走了。
2536,1,301,-1,-1,0,0,301,0,0,0,0,1,,不愧是曹操，如此险恶的境地下还敢想着荆州。
2537,1,305,-1,-1,0,0,301,0,0,0,0,1,,真正的曹操，恐怕在舰船烧起来的时候就已经逃走了。
2538,1,305,-1,-1,0,0,301,0,0,0,0,1,,我们遇到的一直都是假的。
2539,1,301,-1,-1,0,0,301,0,0,0,0,1,,若是他能一心一意为汉室效力，天下恐怕早就回归太平了。
2540,1,-1,-1,-1,0,0,301,0,0,0,0,1,,难道果真如奉孝所说……已经[ff000c]没有人[-]能阻拦他了吗？
2541,1,305,-1,-1,0,0,301,0,0,0,0,1,,主公，你没发现你现在也[ffdb00]今非昔比[-]了吗？
2542,1,301,-1,-1,0,0,301,0,0,0,0,1,,正是，小英雄无需妄自菲薄。
2543,1,301,-1,-1,0,0,301,0,0,0,0,1,,你以一己之力为我在乱世之中守住这皇位。
2544,1,301,-1,-1,0,0,301,0,0,0,0,1,,已经不是一般人能做到的了。
2545,1,301,-1,-1,0,0,301,0,0,0,0,1,,以你如今的成长速度，再过一段时间，曹操未必是你的对手。
2546,1,-1,-1,-1,0,0,301,0,0,0,0,1,,………………
2547,1,305,-1,-1,0,0,301,0,0,0,0,1,,嘻嘻，主公，你脸红了吗？
2548,1,-1,-1,-1,0,0,301,0,0,0,1,1,,……没有没有！
2549,1,-1,-1,-1,0,0,301,0,0,0,0,1,,如今[ff000c]刘备[-]有诸葛亮协助已经平定了南蛮，北方有[ff000c]曹操[-]，江东有[ff000c]孙权[-]。
2550,1,-1,-1,-1,0,0,301,0,0,0,0,1,,荆州在中间，势单力薄。
2551,1,301,-1,-1,0,0,301,0,0,0,0,1,,要光复汉室一统天下，还有很艰难的路要走。
2552,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝陛下放心，我一定不会让你失望。
2553,1,301,-1,-1,0,0,301,0,0,0,1,1,,哈哈哈哈，我一直都很放心啊。
2554,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，有一件事我很在意。
2555,1,-1,-1,-1,0,0,305,0,0,0,0,5,,我也有一件事，你先说。
2556,1,305,-1,-1,0,0,305,0,0,0,0,5,,皇上身边的人，[ffdb00]何进将军[-]头脑虽然不好又嗜酒，但总算忠心耿耿。
2557,1,305,-1,-1,0,0,305,0,0,0,0,5,,可是[ffdb00]张让[-]……有很多事让我觉得此人不能不防。
2558,1,-1,-1,-1,0,0,305,0,0,0,0,5,,我们果然想到一起去了，涵雨妹妹。
2559,1,305,-1,-1,0,0,305,0,0,0,0,5,,我们在汉中受到的偷袭，以及很多次荆州的偷袭，恐怕都和他脱不了关系。
2560,1,-1,-1,-1,0,0,305,0,12,95,1,5,,看来以后要多防着点了。
2561,1,-1,-1,-1,0,0,305,0,7,168,1,5,,虽然曹操被打退了，荆州暂时恢复了太平，但我们不能掉以轻心。
2562,1,-1,-1,-1,0,0,305,0,0,0,1,5,,我们出去[ff000c]巡视[-]一番吧。
2563,1,305,168,-1,1,0,306,168,0,0,0,7,,主公，你看那人鬼鬼祟祟的，很可疑。
2564,1,-1,168,-1,1,0,306,168,0,0,1,7,,抓来问问！
2565,1,-1,168,168,4,0,306,168,0,0,0,7,,怎么是个[ffdb00]女人[-]？
2566,1,86,168,168,4,0,306,168,0,0,0,7,,天子亲军？快带我去见皇上！
2567,1,305,168,168,4,0,306,168,0,0,0,7,,主公！这好像是[ff000c]皇后大人[-]啊！
2568,1,-1,168,168,4,0,306,168,0,0,1,7,,什么？皇后？我们快带她回城！
2569,1,301,-1,-1,0,0,301,0,0,0,0,1,,皇后！你怎么一个人跑出来了？
2570,1,86,-1,-1,0,0,301,0,0,0,0,1,,皇上，曹操赤壁大败之后，带着人马闯进了[ffdb00]皇宫[-]。
2571,1,86,-1,-1,0,0,301,0,0,0,0,1,,现在宫里已经都是曹操的人了。
2572,1,86,-1,-1,0,0,301,0,0,0,0,1,,臣妾担心皇上，所以一路找到荆州。
2573,1,301,-1,-1,0,0,301,0,0,0,0,1,,皇后辛苦了……
2574,1,-1,-1,-1,0,0,301,0,0,0,0,1,,曹操胆子不小，竟然打算[ff000c]明抢皇位[-]了。
2575,1,305,-1,-1,0,0,301,0,0,0,0,1,,虽然他在赤壁大败，但是实力依然不能小觑。
2576,1,1,-1,-1,0,0,301,0,0,0,0,1,,报告！城外发现一群[ff000c]蛮子[-]！
2577,1,-1,-1,-1,0,0,301,0,7,169,1,1,,蛮子？
2578,1,305,-1,-1,0,0,301,0,0,0,1,1,,我们去看看吧，主公。
2579,1,305,169,-1,1,0,306,169,0,0,0,7,,主公，这群蛮子阵型不齐，不像是来找茬的。
2580,1,1,169,-1,1,0,306,169,0,0,1,7,,犯我地界，先抓来再说。
2581,1,87,169,169,2,0,306,169,0,0,0,7,,又是汉人！和你们拼了！
2582,1,82,169,169,4,0,306,169,7,170,1,7,,大家别慌！跟我收拾了这群汉人！
2583,1,-1,170,-1,1,0,306,170,0,0,0,7,,又是[ff000c]孟获[-]，他不是被诸葛亮住了吗？
2584,1,305,170,-1,1,0,306,170,0,0,0,7,,诸葛亮已经抓了他六次，每次都放了他，不知道葫芦里卖的什么药。
2585,1,-1,170,-1,1,0,306,170,0,0,1,7,,先打退他们！不能让他们威胁到[ffdb00]荆州[-]。
2586,1,82,170,170,4,0,306,170,7,171,1,7,,啧，那两个[ff000c]娘们[-]又追过来了，我们先撤！
2587,1,-1,-1,-1,0,0,0,0,0,0,0,7,,怎么这就跑了？
2588,1,305,-1,-1,0,0,0,0,0,0,0,7,,看来这群蛮子也在被追赶。
2589,1,88,-1,-1,0,0,0,0,0,0,0,7,,咦，人呢？
2590,1,-1,-1,-1,0,0,0,0,0,0,0,7,,慢着！你们要找人我不拦着，不过这里可是我天子亲军的地盘。
2591,1,89,-1,-1,0,0,0,0,0,0,0,7,,莫非你把那群蛮子藏起来了。
2592,1,-1,-1,-1,0,0,0,0,0,0,0,7,,开玩笑，我又没什么[ffdb00]奇怪的癖好[-]，藏一群蛮子做什么。
2593,1,88,-1,-1,0,0,0,0,0,0,0,7,,月华，不要冲动！
2594,1,-1,-1,-1,0,0,0,0,0,0,1,7,,你们不走我可就不客气了！
2595,1,305,171,-1,1,0,306,171,0,0,0,7,,主公，你可知这两名女子是谁？
2596,1,-1,171,-1,1,0,306,171,0,0,0,7,,从衣着上我推测是[ffdb00]蜀国阵营[-]的妹子。
2597,1,305,171,-1,1,0,306,171,0,0,0,7,,……他们是[ff000c]黄承彦的两个女儿[-]，前面那个就是诸葛亮的老婆。
2598,1,-1,171,-1,1,0,306,171,0,0,0,7,,原来她就是黄月英。
2599,1,305,171,-1,1,0,306,171,0,0,0,7,,这两个可不是寻常女子，智商很高，你要小心了。
2600,1,-1,171,-1,1,0,306,171,0,0,1,7,,知道啦~军师~
2601,1,88,171,171,4,0,306,171,0,0,0,7,,我们只是路过抓人，无意冒犯荆州地界。
2602,1,88,171,171,4,0,306,171,0,0,0,7,,既然人不在这里，那就告辞了。
2603,1,-1,171,171,4,0,306,171,0,0,1,7,,二位姑娘慢走~
2604,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，我们刚才不应该放孟获离开的。
2605,1,-1,-1,-1,0,0,305,0,0,0,0,5,,难道还帮着诸葛亮抓他不成？
2606,1,305,-1,-1,0,0,305,0,0,0,0,5,,[ffdb00]南蛮[-]现在被诸葛亮逼得失去了领地，他们肯定要找机会抢回来。
2607,1,-1,-1,-1,0,0,305,0,0,0,0,5,,你担心他们对荆州不利？
2608,1,305,-1,-1,0,0,305,0,0,0,0,5,,南蛮子毕竟身强力壮，主公还是要小心。
2609,1,-1,-1,-1,0,0,305,0,0,0,1,5,,涵雨妹妹说的是。
2610,1,304,-1,-1,0,0,304,0,0,0,0,4,,最近你们这么活跃，我的生意也越来越好了。
2611,1,304,-1,-1,0,0,304,0,0,0,0,4,,等有一天你们帮皇帝[ffdb00]平定了天下[-]，我是不是也能弄个官当当。
2612,1,305,-1,-1,0,0,304,0,2,30000,1,4,,爹，我们可是为了天下，才不是为了官职呢。
2613,1,304,-1,-1,0,0,304,0,7,172,1,4,,那是那是，哈哈哈哈。
2614,1,-1,-1,-1,0,0,304,0,0,0,1,4,,你们父女先聊着，我去城外[ffdb00]巡逻[-]了。
2615,1,-1,172,-1,1,0,306,172,0,0,1,7,,怎么，又是一群[ff000c]蛮子[-]？
2616,1,87,172,172,2,0,306,172,0,0,0,7,,大王有令！汉人一律抓起来！
2617,1,-1,172,172,4,0,306,172,0,0,0,7,,不好意思问一句，我们啥时候结的仇啊？
2618,1,87,172,172,4,0,306,172,0,0,0,7,,你们汉人入侵我们领地，抓我们族人！
2619,1,-1,172,172,4,0,306,172,7,173,1,7,,……那又不是我干的。
2620,1,305,-1,-1,0,0,0,0,0,0,0,7,,主公，发生了什么事？
2621,1,-1,-1,-1,0,0,0,0,0,0,0,7,,蛮子又来了，似乎是误解了我们。
2622,1,90,-1,-1,0,0,0,0,0,0,0,7,,就是你们抓了[ff000c]孟获[-]吗？
2623,1,90,-1,-1,0,0,0,0,0,0,1,7,,全体听令，抓住他们！
2624,1,-1,173,-1,1,0,306,173,0,0,0,7,,他们以为我抓了孟获。
2625,1,305,173,-1,1,0,306,173,0,0,0,7,,这是南蛮乌戈国之主[ff000c]兀突骨[-]。
2626,1,-1,173,-1,1,0,306,173,0,0,1,7,,这巨汉不仅身形夸张，连名字也这么拗口啊……
2627,1,90,173,173,2,0,306,173,0,0,0,7,,让你瞧瞧我乌戈国勇士的厉害！
2628,1,-1,173,173,2,0,306,173,0,0,0,7,,有话好好说啊！乌鸡国老大！
2629,1,-1,173,173,4,0,306,173,0,0,0,7,,孟获虽然来过我荆州地界，可是我们没抓他啊。
2630,1,90,173,173,4,0,306,173,0,0,0,7,,抓他的人打着[ffdb00]大汉的旗号[-]，你们不就是[ffdb00]汉军[-]吗！
2631,1,-1,173,173,4,0,306,173,0,0,0,7,,此汉非彼汉啊……
2632,1,91,173,173,4,0,306,173,7,174,1,7,,和他们废话什么，把那个汉人抓住，看他们交不交出大王。
2633,1,-1,174,-1,1,0,306,174,0,0,0,7,,好凶悍的妹子。
2634,1,305,174,-1,1,0,306,174,0,0,0,7,,她就是孟获的夫人，[ff000c]祝融[-]。
2635,1,-1,174,-1,1,0,306,174,0,0,1,7,,有这么强势的老婆，孟获一定是个妻管严。
2636,1,91,174,174,4,0,306,174,0,0,0,7,,没想到你看上去文弱，倒挺有两把刷子的。
2637,1,-1,174,174,4,0,306,174,7,175,1,7,,你这几皮鞭子还伤不倒我。
2638,1,92,-1,-1,0,0,0,0,0,0,0,7,,蛮子果然聚在此处！丞相有令！把这群蛮子全部抓回去！
2639,1,91,-1,-1,0,0,0,0,0,0,0,7,,哼，想抓我？
2640,1,305,-1,-1,0,0,0,0,0,0,0,7,,主公，他们打起来了。
2641,1,-1,-1,-1,0,0,0,0,0,0,1,7,,鹬蚌相争，渔人得利。我来[ffdb00]逐个击破[-]！
2642,1,-1,175,-1,1,0,306,175,0,0,1,7,,先收拾了这帮顶着[ffdb00]大汉名头[-]的[ffdb00]蜀军[-]。
2643,1,-1,175,175,4,0,306,175,7,176,1,7,,接着是那群[ffdb00]蛮子[-]。
2644,1,90,176,176,4,0,306,176,0,0,0,7,,你为什么要帮着我们把汉人打退？
2645,1,-1,176,176,4,0,306,176,0,0,0,7,,早说了[ffdb00]孟获[-]不是我抓的，我和他们不是一帮人。
2646,1,91,176,176,4,0,306,176,0,0,1,7,,哼……既然汉人撤军了，那我们先在此扎营，再寻找夫君吧。
2647,1,303,-1,-1,0,0,303,0,0,0,0,2,,好不容易太平了两天，城外又起[ffdb00]战火[-]了。
2648,1,-1,-1,-1,0,0,303,0,0,0,0,2,,将军不要怕，有我在，他们进不到城里。
2649,1,-1,-1,-1,0,0,303,0,0,0,0,2,,就是不知道[ff000c]孟获[-]逃到那里去了，要是找到他，就能把这群蛮子赶走了。
2650,1,303,-1,-1,0,0,303,0,0,0,0,2,,我之前在城后巡逻的时候，看到一些[ffdb00]扎营的痕迹[-]，会不会是蛮子前两天留下的。
2651,1,-1,-1,-1,0,0,303,0,0,0,0,2,,什么？这么重大的情报怎么不早说！
2652,1,303,-1,-1,0,0,303,0,7,177,1,2,,我哪知道这事这么重要……
2653,1,-1,-1,-1,0,0,303,0,0,0,1,2,,我得去看看！
2654,1,305,177,-1,1,0,306,177,0,0,0,7,,这些痕迹还很新，[ff000c]孟获[-]应该没走多远。
2655,1,-1,177,-1,1,0,306,177,0,0,1,7,,前面有两个蛮子！抓来问问！
2656,1,87,177,177,4,0,306,177,0,0,0,7,,要杀就杀！我们蛮族勇士从不怕死！
2657,1,-1,177,177,4,0,306,177,7,178,1,7,,不杀你，就问你几句话。
2658,1,-1,-1,-1,0,0,0,0,0,0,0,7,,孟获还在附近不？
2659,1,87,-1,-1,0,0,0,0,0,0,0,7,,我才不会告诉你[ffdb00]老大就在这里埋伏汉人[-]呢！
2660,1,-1,-1,-1,0,0,0,0,0,0,0,7,,……哦，谢谢啊。
2661,1,82,-1,-1,0,0,0,0,0,0,0,7,,笨！！你给我退下！
2662,1,-1,-1,-1,0,0,0,0,0,0,1,7,,终于现身了！孟老大！
2663,1,91,178,178,4,0,306,178,0,0,0,7,,大王！
2664,1,82,178,178,4,0,306,178,0,0,0,7,,夫人！
2665,1,305,178,178,4,0,306,178,0,0,0,7,,好感人的场面……
2666,1,91,178,178,4,0,306,178,0,0,0,7,,（一脚踹上去）我看你长得挺壮实，居然连个汉人都打不过！！
2667,1,82,178,178,4,0,306,178,0,0,0,7,,夫人手下留情！！
2668,1,-1,178,178,4,0,306,178,0,0,0,7,,………………我什么都没看到什么都没看到。
2669,1,91,178,178,4,0,306,178,7,179,1,7,,少罗嗦！让你看看我们南国勇士的厉害！！
2670,1,-1,179,-1,1,0,306,179,0,0,1,7,,好、好多蛮子！
2671,1,82,179,179,4,0,306,179,0,0,1,7,,啊啊啊啊可恶的汉人！
2672,1,-1,-1,-1,0,0,0,0,0,0,0,7,,抢你们地盘的人是刘备和诸葛亮，你们就算呆在这里也报不了仇。
2673,1,-1,-1,-1,0,0,0,0,0,0,0,7,,要拼命还是回你们的南方找[ff000c]刘备[-]吧。
2674,1,91,-1,-1,0,0,0,0,0,0,0,7,,刘备觊觎荆州已久，因为拿不到才会转战南方。
2675,1,91,-1,-1,0,0,0,0,0,0,0,7,,你以为他在南边立足之后不会来抢你们荆州吗？
2676,1,-1,-1,-1,0,0,0,0,0,0,0,7,,……有意思，看来南蛮的女人头脑还不错啊。
2677,1,305,-1,-1,0,0,0,0,0,0,0,7,,主公，也许他们可以帮我们解决刘备这个隐患。
2678,1,-1,-1,-1,0,0,0,0,0,0,0,7,,我也是这么想的。
2679,1,-1,-1,-1,0,0,0,0,0,0,1,7,,把这群朋友请进城吧。
2680,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝老爷，最近在荆州周围闹事的南蛮已经被我平定了。
2681,1,301,-1,-1,0,0,301,0,0,0,0,1,,不愧是我看上的少年英雄。
2682,1,-1,-1,-1,0,0,301,0,0,0,0,1,,只是……
2683,1,301,-1,-1,0,0,301,0,0,0,0,1,,英雄有什么话直说就是了。
2684,1,-1,-1,-1,0,0,301,0,0,0,0,1,,南蛮来这里是因为土地被刘备给侵占了。
2685,1,-1,-1,-1,0,0,301,0,0,0,0,1,,刘备侵占南边，很明显是打着荆州的主意。
2686,1,301,-1,-1,0,0,301,0,0,0,0,1,,小英雄是不是碍于刘备皇室后裔的身份不敢正面与他为敌？
2687,1,-1,-1,-1,0,0,301,0,0,0,0,1,,被你看出来了……再远的亲戚也是亲戚。
2688,1,-1,-1,-1,0,0,301,0,0,0,0,1,,他又打着大汉的旗号，我总不能和大汉为敌吧。
2689,1,301,-1,-1,0,0,301,0,0,0,0,1,,英雄多虑了。
2690,1,301,-1,-1,0,0,301,0,0,0,0,1,,如果是以前，他打着汉室的旗号就是扶汉，是名正言顺的。
2691,1,301,-1,-1,0,0,301,0,0,0,0,1,,因为那时皇帝无能，他站出来合情合理。
2692,1,301,-1,-1,0,0,301,0,0,0,0,1,,但是现在，我有了你啊，小英雄。
2693,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝老爷……
2694,1,301,-1,-1,0,0,301,0,0,0,0,1,,现在我已经不是无权无势的傀儡皇帝了，他还是依然打着汉室的旗号。
2695,1,301,-1,-1,0,0,301,0,0,0,0,1,,而且处处与你作对。
2696,1,301,-1,-1,0,0,301,0,0,0,0,1,,那只能说明他不是没有野心的。
2697,1,-1,-1,-1,0,0,301,0,0,0,0,1,,皇帝老爷原来你什么都知道！
2698,1,301,-1,-1,0,0,301,0,0,0,0,1,,哈哈哈哈，所以你不用担心。
2699,1,301,-1,-1,0,0,301,0,0,0,0,1,,乱世之中，谁又是没有野心的呢。
2700,1,301,-1,-1,0,0,301,0,0,0,0,1,,为了统一乱世，我们只有[ffdb00]一一消灭那些野心勃勃的威胁[-]。
2701,1,-1,-1,-1,0,0,301,0,0,0,0,1,,我明白了！皇帝老爷！
2702,1,1,-1,-1,0,0,301,0,0,0,0,1,,报告！
2703,1,-1,-1,-1,0,0,301,0,12,100,1,1,,说！
2704,1,1,-1,-1,0,0,301,0,7,180,1,1,,城外有几个蜀军士兵徘徊！
2705,1,-1,-1,-1,0,0,301,0,0,0,1,1,,胆子不小，我去看看！
2706,1,305,180,180,4,0,306,180,0,0,0,7,,主公，这群蜀军像是来探路的。
2707,1,-1,180,180,4,0,306,180,7,181,1,7,,他们一定是想找孟获的下落。
2708,1,-1,-1,-1,0,0,0,0,0,0,0,7,,你们想找谁直接和我说就是了，何必鬼鬼祟祟的呢。
2709,1,92,-1,-1,0,0,0,0,0,0,0,7,,快回去禀报丞相！南蛮子一定藏在城里！
2710,1,-1,-1,-1,0,0,0,0,0,0,1,7,,快去快回啊~
2711,1,305,181,-1,1,0,306,181,0,0,0,7,,主公，前面突然来了好多蜀军。
2712,1,-1,181,-1,1,0,306,181,0,0,1,7,,既然他们先动了兵，那就别怪我不义了。
2713,1,-1,181,181,4,0,306,181,0,0,1,7,,我们先回城！把城门关起来，不要让蜀军进来了。
2714,1,303,-1,-1,0,0,303,0,0,0,0,2,,英雄，我已经下令关闭城门，蜀军一时半会打不进来。
2715,1,82,-1,-1,0,0,303,0,0,0,0,2,,诸葛亮那群将士比我们族的勇士还凶猛，城门怎么拦得住他们。
2716,1,-1,-1,-1,0,0,303,0,0,0,0,2,,这不过是缓兵之计。
2717,1,-1,-1,-1,0,0,303,0,0,0,0,2,,蜀军现在一定派人包围了城门，我们正好兵分两路。
2718,1,-1,-1,-1,0,0,303,0,7,182,1,2,,前门兵力较多，由我带大军对付，你就带着你的勇士们去后门吧。
2719,1,82,-1,-1,0,0,303,0,0,0,1,2,,好！
2720,1,-1,182,-1,1,0,306,182,0,0,0,7,,这不是白银狮子[ff000c]马超[-]嘛，怎么也挂着蜀军的旗号。
2721,1,305,182,-1,1,0,306,182,0,0,0,7,,他和他妹妹自上次蒹葭关一战之后就投靠了刘备。
2722,1,-1,182,-1,1,0,306,182,0,0,1,7,,嗯，刘备比张鲁是靠谱那么一点。
2723,1,93,182,182,2,0,306,182,0,0,0,7,,哥哥，这就是上次闯蒹葭关的那个人吗！
2724,1,61,182,182,2,0,306,182,0,0,0,7,,哼！上次大意输给了你，这次就是我报仇的机会！
2725,1,61,182,182,4,0,306,182,7,183,1,7,,前门兵力太强，随我撤！
2726,1,1,-1,-1,0,0,0,0,0,0,0,7,,主公！蛮子在后门遇到了魏延，兀突骨受了重伤！
2727,1,-1,-1,-1,0,0,0,0,0,0,1,7,,赶紧过去支援！
2728,1,305,183,-1,1,0,306,183,0,0,0,7,,主公，兀突骨伤势很重。
2729,1,-1,183,-1,1,0,306,183,0,0,1,7,,这么厉害？就让我来会会这个魏延！
2730,1,94,183,183,2,0,306,183,0,0,0,7,,杀！杀！杀！
2731,1,94,183,183,4,0,306,183,0,0,0,7,,哼！以少胜多算什么本事。
2732,1,61,183,183,4,0,306,183,7,184,1,7,,还好赶上了！给我抓了蛮子回去禀报丞相！
2733,1,-1,184,184,4,0,306,184,0,0,0,7,,就算是人数相当，你们也已经不是我的对手了。
2734,1,93,184,184,4,0,306,184,0,0,0,7,,天子亲军手下各个强将，我们硬来不是办法。
2735,1,93,184,184,4,0,306,184,0,0,1,7,,还是回去和丞相商议一下再说吧。
2736,1,305,-1,-1,0,0,305,0,0,0,0,5,,主公，虽然蜀军被打退了，但是我们还是不能掉以轻心。
2737,1,-1,-1,-1,0,0,305,0,0,0,0,5,,嗯，我们要反守为攻，逼得他们不敢来犯才是。
2738,1,82,-1,-1,0,0,305,0,0,0,0,5,,干脆你帮我们打回南中，然后我们签订一个互不侵犯条约。
2739,1,-1,-1,-1,0,0,305,0,0,0,0,5,,噗哈哈哈哈你也懂互不侵犯条约啊。
2740,1,82,-1,-1,0,0,305,0,0,0,0,5,,笑什么笑！
2741,1,305,-1,-1,0,0,305,0,0,0,0,5,,这也不失为一个好办法，彻底让刘备没有立足之地，永绝后患。
2742,1,-1,-1,-1,0,0,305,0,0,0,0,5,,就这么办！
2743,1,82,-1,-1,0,0,305,0,0,0,0,5,,兀突骨兄弟为了我受了这么重的伤，不适合跟着我们奔波了。
2744,1,82,-1,-1,0,0,305,0,1,151,1,5,,我就把他留在荆州，以后跟随你吧。
2745,1,-1,-1,-1,0,0,305,0,0,0,0,5,,没想到南蛮子也是有情有义的人。
2746,1,82,-1,-1,0,0,305,0,0,0,0,5,,我们可比中原人重义气多了，这是他的武将卡，你收着吧。
2747,1,305,-1,-1,0,0,305,0,0,0,1,5,,主公，准备好之后就随我往[ff000c]南中[-]进发吧。
2748,1,405,-1,-1,0,0,405,0,0,0,0,5,,主公，附近发现有蜀军扎营。
2749,1,-1,-1,-1,0,0,405,0,7,185,1,5,,诸葛亮真是个狡猾的人，这是想找机会偷袭吗。
2750,1,-1,-1,-1,0,0,405,0,0,0,1,5,,随我去灭了这群乌合之众。
2751,1,92,185,185,2,0,406,185,0,0,0,7,,天子亲军？！他们怎么会发现我们在此！
2752,1,-1,185,185,4,0,406,185,7,186,1,7,,哈哈哈哈，天真！就这样还想偷袭我？
2753,1,-1,-1,-1,0,0,0,0,0,0,0,7,,蜀军的大营一定就在附近。
2754,1,305,-1,-1,0,0,0,0,0,0,0,7,,我们偷袭了他们探路的军队，他们一定很快就会发现。
2755,1,305,-1,-1,0,0,0,0,0,0,0,7,,必须抓紧这段时间找出大营然后一举消灭。
2756,1,-1,-1,-1,0,0,0,0,0,0,1,7,,涵雨妹妹说得对，我分头寻找吧！
2757,1,-1,186,-1,1,0,406,186,0,0,0,7,,为什么这里有这么多[ffdb00]木牛木马[-]？
2758,1,-1,186,-1,1,0,406,186,0,0,0,7,,这么荒凉的地方，该不会是用来耕种的吧。
2759,1,305,186,-1,1,0,406,186,0,0,1,7,,主公小心！这些不是普通的木马！
2760,1,-1,186,186,2,0,406,186,0,0,0,7,,哇！这些木马都动起来了！
2761,1,89,186,186,2,0,406,186,0,0,0,7,,闯了我的[ff000c]木牛流马阵[-]，可就别想活着出去了！
2762,1,305,186,186,2,0,406,186,0,0,0,7,,主公，这些木牛流马都因为受了操控而动，我们只要先击败操纵的人就可以轻易解决了。
2763,1,305,186,186,4,0,406,186,0,0,0,7,,早听说黄氏姐妹擅长机关数术，没想到竟然如此厉害。
