序号|战法,活动类型(),排序索引,开启时间,活动持续时间（单位分钟）,关闭时间,时间参数,默认标题,跳转按钮文字（若为空，不显示跳转按钮）,跳转UI（0，不跳转| 11，充值界面| 1，推图界面| 14，抽卡界面| 24，竞技场| 6，卡册界面| 67，征讨| 9，封地| 17，活动界面|40，排行榜）,是否存储数,进行服务器ID,活动图标,活动背景图片,战力限制,未登陆时长[天],累计充值数额,整形参数1,整形参数2,整形参数3,整形参数4,整形参数5,整形参数6,整形参数7,整形参数8,整形参数9,整形参数10,整形参数11,字符串参数1,字符串参数2,字符串参数3,字符串参数4,字符串参数5,字符串参数6,提示信息,自动补发邮件ID
2930,9,80940,2018|10|22|0|0|0,1439,2018|10|22|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu1_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2931,9,80940,2018|10|23|0|0|0,1439,2018|10|23|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu1_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2932,9,80940,2018|10|24|0|0|0,1439,2018|10|24|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu1_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2933,9,80957,2018|10|22|0|0|0,10079,2018|10|28|0|23|59,,金秋玉韵 天朗气清,,0,1,0,Banner_Zhoutai_Tex,activity_diamond_tex,0,0,0,2,1,5,888,1888,2888,3888,5888,0,0,0,您当前累计消耗{0}钻石,下个宝箱：累计消费{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2934,9,80959,2018|10|20|0|0|0,2879,2018|10|21|0|23|59,,盈盈秋水  天高云淡,立即参加,11,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,0,1,1180,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1180钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2935,9,80946,2018|10|29|0|0|0,10079,2018|11|4|0|23|59,,招募惊喜 好礼相送,立即参加,14,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,7,7,1,10,40,80,120,160,200,0,您当前累计精选招募{0}次,下个宝箱：累计精选招募{0}次,礼包|礼包|礼包|礼包|礼包|礼包|礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2936,9,80959,2018|10|29|0|0|0,1439,2018|10|29|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2937,9,80959,2018|10|30|0|0|0,1439,2018|10|30|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2938,9,80959,2018|10|31|0|0|0,1439,2018|10|31|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2939,9,80958,2018|11|1|0|0|0,5759,2018|11|4|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,Banner_Activity02_Tex,activity_bingshu_tex,0,0,0,2,12,5,10,20,35,50,65,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2940,9,80957,2018|10|29|0|0|0,10079,2018|11|4|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Zhouxianglibao5_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2941,9,80952,2018|10|29|0|20|0,120,2018|10|29|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2942,9,80952,2018|10|30|0|20|0,120,2018|10|30|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2943,9,80952,2018|10|31|0|20|0,120,2018|10|31|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2944,9,80952,2018|11|1|0|20|0,120,2018|11|1|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2945,9,80952,2018|11|2|0|20|0,120,2018|11|2|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2946,9,80952,2018|11|3|0|20|0,120,2018|11|3|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2947,9,80952,2018|11|4|0|20|0,120,2018|11|4|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Sanshiyuan5_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2948,9,80940,2018|10|29|0|0|0,1439,2018|10|29|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu5_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2949,9,80940,2018|10|30|0|0|0,1439,2018|10|30|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu5_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2950,9,80940,2018|10|31|0|0|0,1439,2018|10|31|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu5_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2951,9,80957,2018|11|3|0|0|0,2879,2018|11|4|0|23|59,,傲雪凌霜 幽情逸韵,立即参加,11,1,0,Banner_Zhoutai_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,4888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2952,9,80946,2018|11|5|0|0|0,10079,2018|11|11|0|23|59,,招募惊喜 好礼相送（银币篇）,立即参加,14,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,6,6,20,40,80,120,160,200,0,0,您当前累计银币招募{0}次,下个宝箱：累计银币招募{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2953,9,80959,2018|11|5|0|0|0,1439,2018|11|5|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2954,9,80959,2018|11|6|0|0|0,1439,2018|11|6|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2955,9,80959,2018|11|7|0|0|0,1439,2018|11|7|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_silverkey_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2956,9,80958,2018|11|8|0|0|0,5759,2018|11|11|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,activity_bingshu_tex,activity_bingshu_tex,0,0,0,2,12,5,10,20,35,50,65,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2957,9,80957,2018|11|5|0|0|0,10079,2018|11|11|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Zhouxianglibao6_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2958,9,80952,2018|11|5|0|20|0,120,2018|11|5|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2959,9,80952,2018|11|6|0|20|0,120,2018|11|6|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2960,9,80952,2018|11|7|0|20|0,120,2018|11|7|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2961,9,80952,2018|11|8|0|20|0,120,2018|11|8|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2962,9,80952,2018|11|9|0|20|0,120,2018|11|9|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2963,9,80952,2018|11|10|0|20|0,120,2018|11|10|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2964,9,80952,2018|11|11|0|20|0,120,2018|11|11|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity11_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2965,9,80940,2018|11|5|0|0|0,1439,2018|11|5|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu6_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2966,9,80940,2018|11|6|0|0|0,1439,2018|11|6|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu6_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2967,9,80940,2018|11|7|0|0|0,1439,2018|11|7|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu6_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2968,9,80959,2018|11|5|0|0|0,10079,2018|11|11|0|23|59,,海阔天高 任鸟飞,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,888,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗888钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2969,9,80957,2018|11|10|0|0|0,1439,2018|11|10|0|23|59,,双十一爽到底,立即参加,11,1,0,Banner_shaung11_Tex,activity_diamond_tex,0,0,0,2,0,4,1,110,1110,2222,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2970,9,80957,2018|11|11|0|0|0,1439,2018|11|11|0|23|59,,双十一爽到底,立即参加,11,1,0,Banner_shaung11_Tex,activity_diamond_tex,0,0,0,2,0,4,1,110,1110,2222,0,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2971,9,80957,2018|11|2|0|0|0,4319,2018|11|4|0|23|59,,虎痴怪力 勇力绝人,立即参加,11,1,0,Banner_Xuchu_Tex,activity_diamond_tex,0,0,0,2,0,5,3888,6888,10888,18888,26888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2972,9,80946,2018|11|12|0|0|0,10079,2018|11|18|0|23|59,,招募惊喜 好礼来伴,立即参加,14,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,7,7,1,10,40,80,120,160,200,0,您当前累计精选招募{0}次,下个宝箱：累计精选招募{0}次,礼包|礼包|礼包|礼包|礼包|礼包|礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2973,9,80959,2018|11|12|0|0|0,1439,2018|11|12|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2974,9,80959,2018|11|13|0|0|0,1439,2018|11|13|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2975,9,80959,2018|11|14|0|0|0,1439,2018|11|14|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2976,9,80958,2018|11|15|0|0|0,5759,2018|11|18|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,activity_bingshu_tex,activity_bingshu_tex,0,0,0,2,12,5,10,20,35,50,65,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2977,9,80957,2018|11|12|0|0|0,10079,2018|11|18|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Zhouxianglibao7_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2978,9,80952,2018|11|12|0|20|0,120,2018|11|12|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2979,9,80952,2018|11|13|0|20|0,120,2018|11|13|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2980,9,80952,2018|11|14|0|20|0,120,2018|11|14|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2981,9,80952,2018|11|15|0|20|0,120,2018|11|15|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2982,9,80952,2018|11|16|0|20|0,120,2018|11|16|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2983,9,80952,2018|11|17|0|20|0,120,2018|11|17|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2984,9,80952,2018|11|18|0|20|0,120,2018|11|18|0|22|0,,30元惊喜 限时大礼,立即参加,11,1,0,Banner_Activity12_Tex,activity_diamond_tex,0,0,0,1,0,1,300,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值300钻石可获得宝箱,限时惊喜大礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2985,9,80940,2018|11|12|0|0|0,1439,2018|11|12|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu7_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2986,9,80940,2018|11|13|0|0|0,1439,2018|11|13|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu7_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2987,9,80940,2018|11|14|0|0|0,1439,2018|11|14|0|23|59,,天工开物 一扫天下,立即参加,11,1,0,Banner_Tiangongkaiwu7_Tex,activity_diamond_tex,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,每累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2988,9,80957,2018|11|17|0|0|0,2879,2018|11|18|0|23|59,,生众食寡 一掷千金,,0,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2989,9,80959,2018|11|12|0|0|0,10079,2018|11|18|0|23|59,,盈盈秋水  天高云淡,立即参加,11,1,0,Banner_Activity09_Tex,activity_diamond_tex,0,0,0,2,0,5,888,1888,2888,3888,4888,0,0,0,您当前累计充值{0}钻石,下个宝箱：累计充值{0}钻石,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2990,9,80000,2018|11|22|0|0|0,1439,2018|11|22|0|23|59,,感恩节登陆礼馈,,0,1,0,Banner_Activity09_Tex,activity_blood_tex,0,0,0,1,2,1,1,0,0,0,0,0,0,0,活动期间登录游戏即可获得感恩节大礼包,NULL,NULL,NULL,NULL,NULL,详情请前往活动界面查看,200000
2991,9,80946,2018|11|19|0|0|0,10079,2018|11|25|0|23|59,,招募惊喜 好礼相送（银币篇）,立即参加,14,1,0,Banner_Activity01_Tex,activity_loginreward_tex,0,0,0,2,6,6,20,40,80,120,160,200,0,0,您当前累计银币招募{0}次,下个宝箱：累计银币招募{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2992,9,80959,2018|11|19|0|0|0,1439,2018|11|19|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2993,9,80959,2018|11|20|0|0|0,1439,2018|11|20|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2994,9,80959,2018|11|21|0|0|0,1439,2018|11|21|0|23|59,,乐消迎喜 循环豪礼,,0,1,0,Banner_Lexiaoyingxi1_Tex,activity_diamond_tex,0,0,0,0,1,1,1000,0,0,0,0,0,0,0,您当前累计消耗{0}钻石,每累计消耗1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2995,9,80958,2018|11|22|0|0|0,5759,2018|11|25|0|23|59,,天降神兵 威风八面,立即参加,71,1,0,activity_bingshu_tex,activity_bingshu_tex,0,0,0,2,12,5,10,20,35,50,65,0,0,0,您当前累计购买兵书{0}次,下个宝箱：累计购买兵书{0}次,青铜礼包|白银礼包|黄金礼包|白金礼包|钻石礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
2996,9,80957,2018|11|19|0|0|0,10079,2018|11|25|0|23|59,,周享礼包 好时节到,立即参加,11,1,0,Banner_Zhouxianglibao8_Tex,activity_diamond_tex,0,0,0,1,0,1,1000,0,0,0,0,0,0,0,您当前累计充值{0}钻石,累计充值1000钻石可获得宝箱,豪华礼包,NULL,NULL,NULL,详情请前往活动界面查看,200000
