卡牌id,姓名,索引（不超过511）,不在图鉴显示,稀有程度(0普通2觉醒印3堕天印4富商卡6节日卡7不显示分解提示的材料卡),是否稀有卡,国家 1：魏|2：蜀|3：吴|4：群,品质,品质子类型(eg钻石：1觉醒、2堕天、3第三系、4第四系）,分解索引,兵种 0:枪|1:弓|2:骑,风格 1:勇将|2:将军|3:智将|4:策士|5:强袭勇将|6:统帅将军|7:鬼才智将|8:天命策士,卡片类型(1普通2富商3材料卡(例:天命卡)),可用战器,性别,技能ID,普卡技能,真卡技能,鬼卡技能,神卡技能,被动技能1(-1无效),被动技能2,被动技能3,好友普卡技能,好友真卡技能,好友鬼卡技能,好友神卡技能,武力,智力,兵力,部队互斥ID,联协名称1,联协武将1(-1无效),联协加成1,联协名称2,联协武将2,联协加成2,联协名称3,联协武将3,联协加成3,联协名称4,联协武将4,联协加成4,联协名称5,联协武将5,联协加成5,联协名称6,联协武将6,联协加成6,父卡ID,材料卡ID,第三系升星材料数量,父卡进阶,父卡等级,小图片atlas,小图片sprite,大图片,卡片特效(0无特效1扫光2扰动),技能语音,死亡语音,介绍
id,strName,nIndex,nOnlyAvatar,nUncommon,nRare,nCountry,nQuality,nSubQuality,nDecIndex,nMiliType,nStyle,nType,arrWeaponType,nGender,nSkill,nNormalSkill,nRealSkill,nGhostSkill,nGodSkill,nPassiveSkill1,nPassiveSkill2,nPassiveSkill3,nFriendNormalSkill,nFriendRealSkill,nFriendGhostSkill,nFriendGodSkill,fForce,fIntelligence,fTroops,nTroopID,strCoopName1,nCoopID1,fCoopBonus1,strCoopName2,nCoopID2,fCoopBonus2,strCoopName3,nCoopID3,fCoopBonus3,strCoopName4,nCoopID4,fCoopBonus4,strCoopName5,nCoopID5,fCoopBonus5,strCoopName6,nCoopID6,fCoopBonus6,nParentID,nMaterialID,nAdvResAmt,nParentLimStage,nParentLimLevel,strAtlas,strSprite,strCard,nEffect,strSkillVoice,strDeathVoice,strDesc
int,string,int,int,int,int,int,int,int,int,int,int,int,int[6],int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,string,int,double,int,int,int,int,int,string,string,string,int,string,string,string
509,堕天印·魔神,0,0,3,0,4,5,0,9,2,5,2,0|0|3|4|0|0,2,15071,15071,15071,15071,15071,608,1108,1908,56214,56214,56214,56214,1,1,1,509,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/80S,warrior/80D,专属卡升星印·魔神
510,婑媠魔神,508,1,0,0,4,5,2,9,2,5,1,0|0|3|4|0|0,2,15071,15071,15071,15071,15071,608,1108,1908,56214,56214,56214,56214,603,349,410,510,洛神赋,77,0.25,酒池肉林,21,0.25,神鬼无双,19,0.25,瑜亮无双,3,0.25,兄长之志,506,0.25,NULL,-1,0,0,509,0,0,0,SmallCardAtlas,UITexture/card_list/scardms2,cardms2,0,warrior/80S,warrior/80D,兄长拜印美名扬，稚齿婑媠若兰香。刀光剑影寒月光，谁言巾帼不沙场。
511,觉醒印·萌小鸡,0,0,2,0,2,5,0,9,0,6,2,1|2|0|0|0|0,2,15091,15091,15091,15091,15091,2008,1208,508,56214,56214,56214,56214,1,1,1,511,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/X5lvlingqi1S,warrior/X5lvlingqi1D,专属卡升星印·萌小鸡
512,萌小鸡の陈婷,509,1,0,0,2,5,1,9,0,6,1,1|2|0|0|0|0,2,15091,15091,15091,15091,15091,2008,1208,508,56214,56214,56214,56214,415,321,629,512,一世枭雄,1,0.25,两朝谋士,27,0.25,三姓家奴,19,0.25,四大美人,34,0.25,五丈星陨,3,0.25,NULL,-1,0,0,511,0,0,0,SmallCardAtlas,UITexture/card_list/scardmxj,cardmxj,0,warrior/X5lvlingqi1S,warrior/X5lvlingqi1D,越狱跨服王，苹果1区铁三角技术担当。和老帅以饭量大著称不同，小鸡素知对手饭点时间。
513,南南郡主,510,1,0,0,3,5,1,9,0,6,1,1|2|0|0|0|0,2,15111,15111,15111,15111,15111,2008,508,1208,56214,56214,56214,56214,448,303,601,513,剑星山盟,19,0.25,南郡海誓,3,0.25,帷幄文帝,1,0.25,运筹熊大,14,0.25,兰质天音,20,0.25,NULL,-1,0,0,515,0,0,0,SmallCardAtlas,UITexture/card_list/scard3306,bcard3306,0,warrior/248S,warrior/248D,得又何欢，失又何愁，恰似南柯一梦。
514,文鸟弑天双刃,511,1,0,0,3,5,1,9,0,6,1,1|0|0|0|5|0,1,15121,15121,15121,15121,15121,2008,508,1208,55814,55814,55814,55814,419,326,606,514,文先大鸟,19,0.25,大鸟文先,3,0.25,鸟大文先,1,0.25,文先鸟大,14,0.25,我是雪碧啊,34,0.25,NULL,-1,0,0,516,0,0,0,SmallCardAtlas,UITexture/card_list/scard1018,bcard1018,0,warrior/X5taishici2S,warrior/X5taishici2D,霸天双刃，产地台服，一为文先，二为大鸟。文先，道号原始，道心种魔大法传人，为追寻舍利而来，左手持“破碎虚空剑”，卫道守正。大鸟，美貌与智慧并重，贯彻自我风格，日喝雪碧，右手使得一手“风花雪月剑”，风流倜傥。
515,觉醒印·郡主,0,0,2,0,3,5,0,9,0,6,2,1|2|0|0|0|0,2,15111,15111,15111,15111,15111,-1,-1,-1,56214,56214,56214,56214,1,1,1,515,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·郡主
516,觉醒印·文鸟,0,0,2,0,3,5,0,9,0,6,2,1|0|0|0|5|0,1,15121,15121,15121,15121,15121,-1,-1,-1,55814,55814,55814,55814,1,1,1,516,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·文鸟
517,三少拥抱甲府,512,1,0,0,2,5,2,9,2,6,1,1|2|0|0|0|0,1,15131,15131,15131,15131,15131,1108,1608,1208,54314,54314,54314,54314,445,226,680,517,浅墨鸣大,1,0.25,霸王顶天,34,0.25,骑士柯德,19,0.25,巾帼木兰,67,0.25,金枪不倒,2,0.25,NULL,-1,0,0,519,0,0,0,SmallCardAtlas,UITexture/card_list/scard2131,bcard2131,0,warrior/X5lvmeng1S,warrior/X5lvmeng1D,今有拥抱谢谢侬，开心啪啪情谊重。鹰眼人称鸡中霸，入驻十九功劳大。玲珑叁少爱甲府，入骨相思谁不知，无微情以效爱兮，献申粤之明。盖妖都之杰有叁少，魔都之灵出甲府；欲把相思说似谁，月下老人名撩妹，手持华为搭良缘。建安二十六年，运筹帷幄，略万城之地，骁勇沙场，扬云长之威，近可战，退可守，国之大者，四载纵横。
518,謝謝儂の開心,513,1,0,0,3,5,2,9,0,6,1,1|0|3|0|0|0,1,15141,15141,15141,15141,15141,508,2008,1608,56214,56214,56214,56214,200,500,710,518,会长俊毅,19,0.25,黑巧克力,3,0.25,惠眼识辰,14,0.25,八千血玉玄德,20,0.25,美男文若,34,0.25,NULL,-1,0,0,520,0,0,0,SmallCardAtlas,UITexture/card_list/scardkx,bcardkx,0,warrior/2S,warrior/2D,开心，夷洲人士，擅充值。
519,堕天印·三少拥抱甲府,0,0,3,0,2,5,0,9,2,6,2,1|2|0|0|0|0,1,15131,15131,15131,15131,15131,-1,-1,-1,54314,54314,54314,54314,1,1,1,519,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/X5lvmeng1S,warrior/X5lvmeng1D,专属卡升星印·三少拥抱甲府
520,堕天印·謝謝儂の開心,0,0,3,0,3,5,0,9,0,6,2,1|0|3|0|0|0,1,15141,15141,15141,15141,15141,-1,-1,-1,56214,56214,56214,56214,1,1,1,520,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/2S,warrior/2D,专属卡升星印·謝謝儂の開心
521,鹰眼魔神,514,1,0,0,3,5,1,9,2,6,1,1|0|3|0|0|0,1,15211,15211,15211,15211,15211,2008,508,1208,56214,56214,56214,56214,431,226,685,521,不唱情歌,19,0.25,军师孔明,3,0.25,逼王魔神,506,0.25,兵力最高,1,0.25,侍女最省,34,0.25,NULL,-1,0,0,523,0,0,0,SmallCardAtlas,UITexture/card_list/scard52101,bcard52101,0,warrior/X5zhaoyun2S,warrior/X5zhaoyun2D,鹰眼人称**：山鸡的鸡，学霸的霸，安卓五代定制卡拥有者魔神继承人，可以一人控三号跨服的安卓传说人物。现安家19，与诸神共同续写啪啪三国1的神话。
522,總兵兩儀皮皮,515,1,0,0,2,5,2,9,1,5,1,1|0|3|0|0|0,2,15221,15221,15221,15221,15221,608,1108,1908,56214,56214,56214,56214,611,332,437,522,天霸老帅,19,0.25,机智小鸡,3,0.25,怒充兽兽,1,0.25,火箭小凡,67,0.25,无敌群炮,34,0.25,NULL,-1,0,0,524,0,0,0,SmallCardAtlas,UITexture/card_list/scard52201,bcard52201,0,warrior/58S,warrior/58D,断剑重铸之日，王者归来之时
523,觉醒印·鹰眼魔神,0,0,2,0,3,5,0,9,2,6,2,1|0|3|0|0|0,1,15211,15211,15211,15211,15211,-1,-1,-1,56214,56214,56214,56214,1,1,1,523,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,专属卡升星印·鹰眼魔神
524,堕天印·總兵兩儀皮皮,0,0,3,0,2,5,0,9,1,5,2,1|0|3|0|0|0,2,15221,15221,15221,15221,15221,-1,-1,-1,56214,56214,56214,56214,1,1,1,524,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,专属卡升星印·總兵兩儀皮皮
525,觉醒印·黄盖,0,0,2,1,3,5,0,9,0,6,2,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,52124,52124,52124,52124,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5light,X5light,0,warrior/0001,warrior/0001,与80级鬼级以上周泰可合成“血痕周泰”
526,堕天印·黄盖,0,0,3,1,3,5,0,9,0,6,2,0|2|3|0|0|0,1,14911,14911,14911,14911,14911,-1,-1,-1,55314,55314,55314,55314,1,1,1,32,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/sX5dark,X5dark,0,warrior/0001,warrior/0001,与80级鬼级以上周泰可合成“堕天周泰”
527,赤忠黄盖,234,0,0,1,3,5,1,9,2,6,1,1|2|0|0|0|0,1,15271,15271,15271,15271,15271,1108,1008,2008,64072,64072,64072,64072,735,668,711,57,江表虎臣,11,0.25,鞠躬尽瘁,6,0.25,托孤之臣,48,0.25,赤壁献计,10,0.25,三朝元老,14,0.25,糟老头坏得很,1,0.25,0,525,0,0,0,SmallCardAtlas,UITexture/card_list/scardX4_57,cardX4_57,0,warrior/X4_57S,warrior/X4_57D,“赤壁风来千帆过，三朝虎臣犹铭心。”
534,虎步夏侯渊,529,0,0,1,1,5,2,9,2,6,1,0|2|0|4|0|0,1,14753,14753,14753,14753,14753,1008,1608,80014,55114,55114,55114,55114,630,427,765,17,虎狼之军,7,0.25,勇者得前,8,0.25,视如己出,480,0.25,定军决死,24,0.25,李代桃僵,1,0.25,NULL,-1,0,17,473,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5xiahouyuan3,cardX5xiahouyuan3,0,warrior/X5xiahouyuan2S,warrior/X5xiahouyuan2D,“渊为将，赴急疾，常出敌之不意。虎步关右，所向无前。”
535,惊鸿黄舞蝶,530,0,0,1,2,5,1,9,1,5,1,0|0|3|4|0|0,2,14683,14683,14683,14683,14683,1108,608,80013,55414,55414,55414,55414,753,416,624,245,虎父无犬女,24,0.25,忠于汉室,18,0.25,蜀之巾帼,67,0.25,葵藿之心,4,0.25,骑射双绝,62,0.25,NULL,-1,0,245,468,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5huangwudie3,cardX5huangwudie3,0,warrior/245S,warrior/245D,“风驰电掣，箭过惊鸿。生命宛如泡影，豪雄尽作灰烟。”
536,血痕周泰,531,0,0,1,3,5,1,9,0,6,1,0|2|3|0|0|0,1,14913,14913,14913,14913,14913,1608,308,80018,52124,52124,52124,52124,553,418,865,32,洋子江海盗,36,0.25,江东十二虎臣,26,0.25,舍命救主,6,0.25,出生入死,57,0.2,续命之恩,247,0.25,大义灭亲,20,0.25,344,489,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5zhoutai3,cardX5zhoutai3,0,warrior/X5zhoutai1S,warrior/X5zhoutai1D,“遍体疮痍犹痛饮，血痕残酒满征衣。”
537,妖仙于吉,532,0,0,1,4,5,1,9,2,8,1,0|0|3|0|5|0,1,14833,14833,14833,14833,14833,708,208,80016,54314,54314,54314,54314,388,703,707,251,身死咒怨,11,0.25,黄老之道,28,0.25,悬壶济世,247,0.25,正邪之道,300,0.25,NULL,-1,0,NULL,-1,0,251,481,0,2,80,SmallCardAtlas,UITexture/card_list/scardX5yuji3,cardX5yuji3,0,warrior/X5yuji1S,warrior/X5yuji1D,“此子妖妄，能幻惑众心，远使诸将不复相顾君臣之礼，尽委策下楼拜之，不可不除也。”
5001,贺岁富商,0,0,4,0,4,4,0,10,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5001,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,百富临门常有余，吉祥富贵聚新春！荆州富商联盟祝您春节快乐~~\n分解贺岁富商可以随机得到卡魂。
5002,贺岁富商,0,0,4,0,4,4,0,11,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5002,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,百富临门常有余，吉祥富贵聚新春！荆州富商联盟祝您春节快乐~~\n分解贺岁富商可以随机得到卡魂。
5003,贺岁富商,0,0,4,0,4,4,0,12,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5003,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,百富临门常有余，吉祥富贵聚新春！荆州富商联盟祝您春节快乐~~\n分解贺岁富商可以随机得到卡魂。
5004,贺岁富商,0,0,4,0,4,4,0,13,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5004,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,百富临门常有余，吉祥富贵聚新春！荆州富商联盟祝您春节快乐~~\n分解贺岁富商可以随机得到卡魂。
5005,贺岁富商,0,0,4,0,4,5,0,14,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5005,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,百富临门常有余，吉祥富贵聚新春！荆州富商联盟祝您春节快乐~~\n分解贺岁富商得到卡魂和血玉。
5010,黄巾民兵,0,0,4,0,4,3,0,15,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,51,5010,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2029,card2029,0,warrior/0001,warrior/0001,最近出现在各地的黄巾军残党，若各位主公抓获，可就地分解。
5011,黄巾将领,0,0,4,0,4,4,0,16,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2031,card2031,0,warrior/0001,warrior/0001,最近出现在各地的黄巾军将领，若各位主公抓获，可至张让处兑换金银钥匙。
5012,福·富商,0,0,4,0,4,3,0,26,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5012,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2033,card2033,0,warrior/0001,warrior/0001,雪花飞舞，铃儿响叮当！荆州富商联盟祝主公圣诞元旦快乐！\n分解富商可以得到卡魂。
5013,瑞·富商,0,0,4,0,4,4,0,27,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5013,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2034,card2034,0,warrior/0001,warrior/0001,雪花飞舞，铃儿响叮当！荆州富商联盟祝主公圣诞元旦快乐！\n分解富商可以得到卡魂和血玉。
5014,祥·富商,0,0,4,0,4,5,0,28,1,4,2,1|2|3|4|5|0,1,12101,12101,12102,12103,12104,-1,-1,-1,54411,54412,54413,54414,1,1,1,5014,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA001,cardA001,0,warrior/0001,warrior/0001,雪花飞舞，铃儿响叮当！荆州富商联盟祝主公圣诞元旦快乐！\n分解富商可以得到卡魂和血玉。
7000,密探刺客,0,0,4,0,4,4,0,17,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard121,card121,0,warrior/0001,warrior/0001,三分天下，江湖告急，为平此乱世之争，水镜先生特派出麾下众密探为各国主公出谋划策，以便招兵买马，必能平定乱世。
7001,荆州侍卫,0,0,4,0,1,4,0,18,2,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard42,card42,0,warrior/0001,warrior/0001,魏国隐藏的精锐部队，且国难当头之际方抛头露面，以平国患，保魏国平安昌盛。
7002,军情探报,0,0,4,0,4,4,0,19,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2012,card2012,0,warrior/0001,warrior/0001,表面衣衫褴褛，落魄街上，实际如鹰目光锁定着敌国势力的机密军情。
7003,精骑兵,0,0,4,0,1,4,0,20,2,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2025,card2025,0,warrior/0001,warrior/0001,骑兵中的特种精兵，训练有素的骁勇兵种，传说夜行800，踏江渡海，无所不能。
7004,银猴侍卫,0,0,4,0,2,4,0,21,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2021,card2021,0,warrior/0001,warrior/0001,蜀地多山，相传诸葛孔明曾秘密培育一支擅长山林作战的奇兵部队，他们以猿啼为暗语，攻击方式奇袭为主，凶猛无比。
7005,金猴将领,0,0,4,0,2,4,0,22,2,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2016,card2016,0,warrior/0001,warrior/0001,蜀地多山，相传诸葛孔明曾秘密培育一支擅长山林作战的奇兵部队，他们以猿啼为暗语，攻击方式奇袭为主，凶猛无比。
7006,天命卡,0,0,7,0,4,5,0,23,2,4,3,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,10,10,10,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard4006,card4006,0,warrior/0001,warrior/0001,可兑换国战限定卡的天命卡
7008,将魂卡,0,0,0,0,4,4,0,4,1,2,2,1|2|3|4|5|0,1,99999999,99999999,99999999,99999999,99999999,-1,-1,-1,54411,54412,54413,54414,10,0,86,7008,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard91,card91,0,warrior/4S_05,warrior/4D_03,血玉之精，武将之魂\n可用于进阶，升级将魂。
7009,将魂经验卡,0,0,0,0,4,3,0,3,0,2,2,1|2|3|4|5|0,1,99999999,99999999,99999999,99999999,99999999,-1,-1,-1,54411,54412,54413,54414,10,0,86,7009,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard91,card91,0,warrior/4S_05,warrior/4D_03,血玉之精，武将之魂\n可用于升级将魂。
7010,神将卡,0,0,7,0,4,5,0,23,2,5,3,1|2|3|4|5|0,1,10090802,10090802,10090802,10090802,10090802,-1,-1,-1,54411,54412,54413,54414,6,6,6,7999,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardSJK,cardSJK,0,warrior/0001,warrior/0001,可以在主城的神将商店中兑换稀有升星印！超值哟！\n如果你看到了这句话，那么告诉你，分解这张卡真的是不划算的。
7011,将魂经验卡,0,0,0,0,4,4,0,4,0,2,2,1|2|3|4|5|0,1,99999999,99999999,99999999,99999999,99999999,-1,-1,-1,54411,54412,54413,54414,10,0,86,7011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard91,card91,0,warrior/4S_05,warrior/4D_03,血玉之精，武将之魂\n可用于升级将魂。
7012,飞星卡,0,0,7,0,4,5,0,25,1,4,2,1|2|3|4|5|0,1,15012,15012,15012,15012,15012,-1,-1,-1,54411,54412,54413,54414,7,7,7,7012,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard2032,card2032,0,warrior/0001,warrior/0001,纤云弄巧，飞星传恨，银汉迢迢暗度。金风玉露一相逢，便胜却、人间无数。柔情似水，佳期如梦，忍顾鹊桥归路。两情若是久长时，又岂在朝朝暮暮。\n活动开启期间赶紧找王涵雨去兑换资源，分解这张卡真的是不划算的。☺
7013,武将进阶卡,0,0,0,0,4,4,0,4,0,2,2,1|2|3|4|5|0,1,99999999,99999999,99999999,99999999,99999999,-1,-1,-1,54411,54412,54413,54414,10,0,86,7011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scard91,card91,0,warrior/4S_05,warrior/4D_03,进阶神力，厚积而薄发\n可替代同品质的武将卡作为进阶材料。
7015,金色门神,0,0,7,0,4,4,0,29,0,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardjsms,cardjsms,0,warrior/0001,warrior/0001,民间信仰的守卫门户的神灵，人们将其神像贴于门上，用以驱邪避鬼、卫家宅、保平安、助功利、降吉祥等
7016,钻石门神,0,0,7,0,4,5,0,30,2,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,1,1,501,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardzsms,cardzsms,0,warrior/0001,warrior/0001,民间信仰的守卫门户的神灵，人们将其神像贴于门上，用以驱邪避鬼、卫家宅、保平安、助功利、降吉祥等
7017,世界杯卡,0,0,7,0,4,4,0,26,2,4,2,1|2|3|4|5|0,1,15001,15001,15001,15001,15001,-1,-1,-1,54411,54412,54413,54414,10,10,10,5011,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardSJB,scardSJB,0,warrior/0001,warrior/0001,可在世界杯商店兑换奖品
7998,战器招募卡面,0,0,4,0,4,5,0,24,0,4,2,1|2|3|4|5|0,1,10090802,10090802,10090802,10090802,10090802,-1,-1,-1,54411,54412,54413,54414,6,6,6,7999,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,NULL,-1,0,0,0,0,0,0,SmallCardAtlas,UITexture/card_list/scardA002,cardA002,0,warrior/0001,warrior/0001,可以在主城的三周年福腻商店中兑换各种资源！超值哟！\n如果你看到了这句话，那么告诉你，在周年商店开启期间，分解这张卡真的是不划算的。
