序号|战法(ID要小于10000),邮件类型,文本索引,文本标题,文本内容,发送者,附件类型,附件数量
1083,1,1083,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数80次，获得青龙石*50，玉牌*10，请点击附件进行领取,活动系统,1083,2
1084,1,1084,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值900钻石，获得金币*5，请点击附件进行领取,活动系统,1084,1
1085,1,1085,6元惊喜限时大礼,尊敬的主公：\n感谢您参加【6元惊喜限时大礼】活动，活动期间，您累计充值60钻石，获得钻石*90，声望*50，军令*20，请点击附件进行领取,活动系统,1085,3
1086,1,1086,乐消迎喜循环好礼,尊敬的主公：\n感谢您参加【乐消迎喜循环好礼】活动，活动期间，您每累计消耗475钻石，即可获得卡魂*20W，血玉*2，您本次消费共可获得以下奖励，请点击附件进行领取,活动系统,1086,2
1087,1,1087,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募10次，获得卡魂*30W，玄武石*20，请点击附件进行领取,活动系统,1087,2
1088,1,1088,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募30次，获得印玉*40，玉牌*5，请点击附件进行领取,活动系统,1088,2
1089,1,1089,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募50次，获得传承券*30，声望*1000，请点击附件进行领取,活动系统,1089,2
1090,1,1090,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募90次，获得血玉*40，玉牌*10，请点击附件进行领取,活动系统,1090,2
1091,1,1091,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值900钻石，获得银币*9，请点击附件进行领取,活动系统,1091,1
1092,1,1092,月度登陆猛将来袭,尊敬的主公：\n感谢您参加【月度登陆猛将来袭】活动，活动期间，您累计登陆3天，获得卡魂*8w，请点击附件进行领取,活动系统,1092,1
1093,1,1093,月度登陆猛将来袭,尊敬的主公：\n感谢您参加【月度登陆猛将来袭】活动，活动期间，您累计登陆5天，获得银币*3，请点击附件进行领取,活动系统,1093,1
1094,1,1094,月度登陆猛将来袭,尊敬的主公：\n感谢您参加【月度登陆猛将来袭】活动，活动期间，您累计登陆7天，获得玉牌*1，请点击附件进行领取,活动系统,1094,1
1095,1,1095,月度登陆猛将来袭,尊敬的主公：\n感谢您参加【月度登陆猛将来袭】活动，活动期间，您累计登陆19天，获得武将步练师，请点击附件进行领取,活动系统,1095,1
1096,1,1096,月度登陆猛将来袭,尊敬的主公：\n感谢您参加【月度登陆猛将来袭】活动，活动期间，您累计登陆27天，获得武将金卡吕布+觉醒印·吕布，请点击附件进行领取,活动系统,1096,2
1097,1,1097,6元惊喜限时大礼,尊敬的主公：\n感谢您参加【6元惊喜限时大礼】活动，活动期间，您累计充值60钻石，获得钻石*60，银币*1，军令*20，请点击附件进行领取,活动系统,1097,3
1102,1,1102,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得金币*5，请点击附件进行领取,活动系统,1102,1
1103,1,1103,6元惊喜限时大礼,"尊敬的主公：\n感谢您参加【6元惊喜限时大礼】活动，活动期间，您累计充值60钻石，获得钻石*60,印玉*5,军令*20，请点击附件进行领取",活动系统,1103,3
7101,1,7101,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第1名，特此奖励战功券*300，请点击附件进行领取~,国战,7101,1
7102,1,7102,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第2名，特此奖励战功券*270，请点击附件进行领取~,国战,7102,1
7103,1,7103,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第3名，特此奖励战功券*240，请点击附件进行领取~,国战,7103,1
7104,1,7104,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第4名，特此奖励战功券*195，请点击附件进行领取~,国战,7104,1
7105,1,7105,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第5名，特此奖励战功券*195，请点击附件进行领取~,国战,7105,1
7106,1,7106,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第6名，特此奖励战功券*150，请点击附件进行领取~,国战,7106,1
7107,1,7107,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第7名，特此奖励战功券*150，请点击附件进行领取~,国战,7107,1
7108,1,7108,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第8名，特此奖励战功券*150，请点击附件进行领取~,国战,7108,1
7109,1,7109,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第9名，特此奖励战功券*150，请点击附件进行领取~,国战,7109,1
7110,1,7110,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第10名，特此奖励战功券*150，请点击附件进行领取~,国战,7110,1
7111,1,7111,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第11名，特此奖励战功券*120，请点击附件进行领取~,国战,7111,1
7112,1,7112,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第12名，特此奖励战功券*120，请点击附件进行领取~,国战,7112,1
7113,1,7113,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第13名，特此奖励战功券*120，请点击附件进行领取~,国战,7113,1
7114,1,7114,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第14名，特此奖励战功券*120，请点击附件进行领取~,国战,7114,1
7115,1,7115,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第15名，特此奖励战功券*120，请点击附件进行领取~,国战,7115,1
7116,1,7116,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第16名，特此奖励战功券*75，请点击附件进行领取~,国战,7116,1
7117,1,7117,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第17名，特此奖励战功券*75，请点击附件进行领取~,国战,7117,1
7118,1,7118,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第18名，特此奖励战功券*75，请点击附件进行领取~,国战,7118,1
7119,1,7119,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第19名，特此奖励战功券*75，请点击附件进行领取~,国战,7119,1
7120,1,7120,国战增兵排行奖励,尊敬的主公：\n在本届国战中，您义薄云天，仗义援助，位于增兵榜第20名，特此奖励战功券*75，请点击附件进行领取~,国战,7120,1
1104,1,1104,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数10次，获得卡魂50W，玄武石*50，请点击附件进行领取,活动系统,1104,2
1105,1,1105,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数30次，获得血玉*20，朱雀石*50，请点击附件进行领取,活动系统,1105,2
1106,1,1106,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数60次，获得白虎石*70，血玉*30，请点击附件进行领取,活动系统,1106,2
1107,1,1107,招募惊喜好礼相送,尊敬的主公：\n感谢您参加【招募惊喜好礼相送】活动，活动期间，您累计190钻石精选招募次数90次，获得青龙石*80，玉牌*10，请点击附件进行领取,活动系统,1107,2
1108,1,1108,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值1000钻石，获得朱雀石*20，卡魂10W，请点击附件进行领取,活动系统,1108,2
1109,1,1109,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值5000钻石，获得白虎石*60，银币*10，请点击附件进行领取,活动系统,1109,2
1110,1,1110,神物助阵一扫天下,尊敬的主公：\n感谢您参加【神物助阵一扫天下】活动，活动期间，您累计充值10000钻石，获得青龙石*60，金钥匙*3，请点击附件进行领取,活动系统,1110,2
1111,1,1111,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书10次，获得卡魂50W，血玉*10，请点击附件进行领取,活动系统,1111,2
1112,1,1112,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书20次，获得六韬•军略•残本*1，声望*1000，请点击附件进行领取,活动系统,1112,2
1113,1,1113,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书35次，获得六韬•三疑•残本*1，传承券*10，请点击附件进行领取,活动系统,1113,2
1114,1,1114,天降神兵威风八面,尊敬的主公：\n感谢您参加【天降神兵威风八面】活动，活动期间，您累计购买兵书50次，获得六韬•武锋•抄本*1，金钥匙*2，请点击附件进行领取,活动系统,1114,2
1115,1,1115,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募20次，获得卡魂*30W，玄武石*60，请点击附件进行领取,活动系统,1115,2
1116,1,1116,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募40次，获得玉牌*5，朱雀石*20，请点击附件进行领取,活动系统,1116,2
1117,1,1117,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募70次，获得血玉*15，传承券*15，请点击附件进行领取,活动系统,1117,2
1118,1,1118,招募惊喜好礼来伴,尊敬的主公：\n感谢您参加【招募惊喜好礼来伴】活动，活动期间，您累计60钻石招募100次，获得血玉*20，白虎石*30，请点击附件进行领取,活动系统,1118,2
1119,1,1119,消耗惊喜好礼相送,尊敬的主公：\n感谢您参加【消耗惊喜好礼相送】活动，活动期间，您累计消耗1288钻石，获得朱雀石*20，卡魂5W，请点击附件进行领取,活动系统,1119,2
1120,1,1120,消耗惊喜好礼相送,尊敬的主公：\n感谢您参加【消耗惊喜好礼相送】活动，活动期间，您累计消耗3888钻石，获得白虎石*20，银币*5，请点击附件进行领取,活动系统,1120,2
1121,1,1121,消耗惊喜好礼相送,尊敬的主公：\n感谢您参加【消耗惊喜好礼相送】活动，活动期间，您累计消耗5288钻石，获得青龙石*20，金钥匙*1，请点击附件进行领取,活动系统,1121,2
1122,1,1122,消耗惊喜好礼相送,尊敬的主公：\n感谢您参加【消耗惊喜好礼相送】活动，活动期间，您累计消耗7288钻石，获得青龙石*20，白虎石*30，请点击附件进行领取,活动系统,1122,2
1123,1,1123,周享礼包好时节到,尊敬的主公：\n感谢您参加【周享礼包好时节到】活动，活动期间，您累计充值1000钻石，获得银币*10，请点击附件进行领取,活动系统,1123,1
1124,1,1124,6元惊喜限时大礼,尊敬的主公：\n感谢您参加【6元惊喜限时大礼】活动，活动期间，您累计充值60钻石，获得钻石*60，声望*50，传承券*1，请点击附件进行领取,活动系统,1124,3
